"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL101973";"";"0";"350.51";"0";"4.53";"11a";"CCc1ccccc1NC(=O)CCN1CCC(Cc2ccccc2)CC1";"IC50";"'='";"477.0";"nM";"6.32";"";"";"UO_0000065";"18.04";"0.33";"1.79";"19.55";"False";"CHEMBL693824";"Antihistaminic activity against Histamine H1 receptor was measured on isolated terminal part of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125003";"1";"Scientific Literature";"J. Med. Chem.";"1990";""
"CHEMBL101217";"";"0";"408.93";"0";"3.89";"12b";"O=C(CCN1CCN2Cc3[nH]c4ccccc4c3CC2C1)Nc1ccccc1Cl";"IC50";"'='";"979.0";"nM";"6.01";"";"";"UO_0000065";"14.69";"0.28";"2.12";"11.70";"False";"CHEMBL693824";"Antihistaminic activity against Histamine H1 receptor was measured on isolated terminal part of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125003";"1";"Scientific Literature";"J. Med. Chem.";"1990";""
"CHEMBL2283084";"";"0";"589.14";"1";"6.33";"1f";"CN(CCCCN1CCN(CCCCCCCCCOc2ccccc2)CC1)Cc1ccccc1.Cl.Cl.Cl";"Kd";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3078210";"Antagonist activity at histamine H1 receptor in Cavia porcellus (guinea pig) ileum assessed as inhibition of electrically-induced contraction";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL3046600";"1";"Scientific Literature";"Med Chem Res";"2013";""
"CHEMBL2283399";"";"0";"330.37";"0";"0.84";"8a";"NC(=O)c1c(N2CCOCC2)nc2sc3ccccc3n2c1=O";"IC50";"'='";"0.00351";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3077728";"Inhibition of H1 receptor in Cavia porcellus (guinea pig) ileum assessed as inhibition of histamine-induced contraction";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL3044837";"1";"Scientific Literature";"Med Chem Res";"2013";""
"CHEMBL2283394";"";"0";"373.44";"0";"0.12";"8f";"NC(=O)c1c(N2CCN(CCO)CC2)nc2sc3ccccc3n2c1=O";"IC50";"'='";"0.000394";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3077728";"Inhibition of H1 receptor in Cavia porcellus (guinea pig) ileum assessed as inhibition of histamine-induced contraction";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL3044837";"1";"Scientific Literature";"Med Chem Res";"2013";""
"CHEMBL283527";"";"0";"672.74";"2";"5.74";"12a";"COc1ccc(CN(CCN(C)CCNC(=O)c2ccc(C(=O)O)c(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c2)c2ccccn2)cc1";"Kd";"'='";"144.54";"nM";"6.84";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL695158";"Histamine H1 receptor antagonistic activity in guinea pig ileum using fluorescence-labeled H1 as radioligand";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1136672";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL60606";"";"0";"476.45";"1";"5.17";"3f";"FC(F)(F)c1ccc(C(OCCCc2c[nH]cn2)c2ccccc2)cc1.O=C(O)/C=C\C(=O)O";"-Log Kb";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL694923";"In vitro antagonistic activity against histamine H1-receptor of guinea pig ileum;ND: Not determined";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1151569";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1996";""
"CHEMBL24065";"";"0";"235.72";"0";"2.16";"46";"NCCc1c[nH]c(Cc2cccc(Cl)c2)n1";"Intrinsic activity";"'='";"0.51";"";"";"";"";"";"";"";"";"";"False";"CHEMBL691442";"H1-Histamine receptor agonism on Guinea pig aorta was evaluated as Intrinsic activity given as 1.0 with respect to histamine (paired 't'test;p>0.05)";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638186";"Aorta";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128295";"1";"Scientific Literature";"J. Med. Chem.";"1995";""
"CHEMBL132311";"";"0";"460.60";"0";"4.92";"8";"O=C(O)c1ccc2c(c1)C(SCCN1CCN(c3ccccc3)CC1)c1ccccc1CO2";"Ki";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"15.91";"0.30";"2.41";"13.82";"False";"CHEMBL693694";"Inhibition of the specific binding of [3H]pyrilamine to guinea pig cerebellum histamine H1 receptor";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1126591";"1";"Scientific Literature";"J. Med. Chem.";"1993";""
"CHEMBL13828";"OXATOMIDE";"4";"426.56";"0";"4.13";"Oxatomide";"O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1";"A10";"'='";"0.014";"mg l-1";"";"";"";"";"";"";"";"";"False";"CHEMBL685900";"In vitro inhibition of histamine(H1) induced contraction of guinea pig ileum.";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1122877";"1";"Scientific Literature";"J. Med. Chem.";"1985";""
"CHEMBL24665";"";"0";"255.24";"0";"2.60";"6";"NCCc1c[nH]c(-c2cccc(C(F)(F)F)c2)n1";"pKp";"'='";"6.23";"";"";"";"";"";"";"";"";"";"False";"CHEMBL697101";"Compound was tested for binding affinity against guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1130586";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";""
"CHEMBL24665";"";"0";"255.24";"0";"2.60";"6";"NCCc1c[nH]c(-c2cccc(C(F)(F)F)c2)n1";"Kd";"'='";"0.8913";"nM";"9.05";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL694517";"Contractile effects antagonized by mepyramine (0.3-100 nM) against Histamine H1 receptor in guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1130586";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";""
"CHEMBL260374";"THIOPERAMIDE";"0";"292.45";"0";"2.80";"Thioperamide";"S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1";"pKB";"'<'";"5.0";"";"";"";"";"";"";"";"";"";"False";"CHEMBL696922";"Antagonistic activity against H1 receptor was determined in histamine induced contractions of guinea pig isolated whole ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1129008";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1996";""
"CHEMBL24665";"";"0";"255.24";"0";"2.60";"39";"NCCc1c[nH]c(-c2cccc(C(F)(F)F)c2)n1";"pKb";"'='";"9.14";"";"";"";"";"";"";"";"";"";"False";"CHEMBL696931";"The H1 receptor-mediated nature of the ileum contractionhas been verified by competition experiments with the H1 receptor antagonist mepyramine";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128295";"1";"Scientific Literature";"J. Med. Chem.";"1995";""
"CHEMBL103303";"";"0";"322.45";"0";"3.97";"11d";"O=C(CCN1CCC(Cc2ccccc2)CC1)Nc1ccccc1";"IC50";"'='";"0.49";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL693824";"Antihistaminic activity against Histamine H1 receptor was measured on isolated terminal part of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125003";"1";"Scientific Literature";"J. Med. Chem.";"1990";""
"CHEMBL708";"ZIPRASIDONE";"4";"412.95";"0";"3.81";"11";"O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1";"Ki";"'='";"15.85";"nM";"7.80";"";"";"UO_0000065";"18.89";"0.38";"3.99";"16.09";"False";"CHEMBL895632";"Displacement of [3H]pyrilamine from histaminergic H1 receptor guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1148822";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL328170";"";"0";"337.47";"0";"2.54";"7e";"Cc1ccccc1C(=O)NCCN1CCN(Cc2ccccc2)CC1";"IC50";"'='";"7120.0";"nM";"5.15";"";"";"UO_0000065";"15.25";"0.28";"2.61";"14.47";"False";"CHEMBL693824";"Antihistaminic activity against Histamine H1 receptor was measured on isolated terminal part of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125003";"1";"Scientific Literature";"J. Med. Chem.";"1990";""
"CHEMBL328170";"";"0";"337.47";"0";"2.54";"7e";"Cc1ccccc1C(=O)NCCN1CCN(Cc2ccccc2)CC1";"IC50";"'='";"2.4";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL693824";"Antihistaminic activity against Histamine H1 receptor was measured on isolated terminal part of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125003";"1";"Scientific Literature";"J. Med. Chem.";"1990";""
"CHEMBL372588";"";"0";"453.58";"1";"5.59";"34 (Z isomer)";"O=C(O)Cc1ccc2c(c1)/C(=C\CN1CCC(Cc3ccccc3)CC1)c1ccccc1CO2";"Ki";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"17.25";"0.31";"2.23";"15.72";"False";"CHEMBL693694";"Inhibition of the specific binding of [3H]pyrilamine to guinea pig cerebellum histamine H1 receptor";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1126591";"1";"Scientific Literature";"J. Med. Chem.";"1993";""
"CHEMBL100125";"";"0";"401.35";"0";"4.13";"8a";"O=C(NCCN1CCC(Cc2ccccc2)CC1)c1ccccc1Br";"IC50";"'='";"0.27";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL693824";"Antihistaminic activity against Histamine H1 receptor was measured on isolated terminal part of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125003";"1";"Scientific Literature";"J. Med. Chem.";"1990";""
"CHEMBL104831";"";"0";"299.50";"0";"3.09";"20";"CCCCCCCCCCCCNC(=O)C(N)CCCN";"-Log K";"'='";"5.3";"";"";"";"";"";"";"";"";"";"False";"CHEMBL858348";"Histamine activity against H1 receptor of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1130158";"1";"Scientific Literature";"J. Med. Chem.";"1997";""
"CHEMBL1202936";"";"0";"300.86";"0";"2.21";"1";"CN(C)CCCN1C(=O)CSC1c1ccccc1.Cl";"Kd";"'='";"39.81";"nM";"7.40";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL823939";"In vitro for histamine H1 receptor antagonist activity against histamine-induced contractions on isolated guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125507";"1";"Scientific Literature";"J. Med. Chem.";"1992";""
"CHEMBL1202938";"";"0";"314.88";"0";"2.52";"5";"Cc1ccc(C2SCC(=O)N2CCCN(C)C)cc1.Cl";"Kd";"'='";"5.012";"nM";"8.30";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL823939";"In vitro for histamine H1 receptor antagonist activity against histamine-induced contractions on isolated guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125507";"1";"Scientific Literature";"J. Med. Chem.";"1992";""
"CHEMBL277848";"";"0";"646.79";"3";"5.82";"17c";"COc1ccc(CN(CCN(C)CCCCCCNC(=O)CCCCCNc2ccc([N+](=O)[O-])c3nonc23)c2ccccn2)cc1";"Kd";"'='";"1.95";"nM";"8.71";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL695158";"Histamine H1 receptor antagonistic activity in guinea pig ileum using fluorescence-labeled H1 as radioligand";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1136672";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL161065";"";"0";"391.49";"0";"3.88";"10";"Cn1c2c(c3ccccc31)C(=O)C(CN1CCN(c3ccccc3F)CC1)CC2";"pKB";"'='";"6.19";"";"";"";"";"";"";"";"";"";"False";"CHEMBL696924";"Affinity for H1 histamine receptor of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128861";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1995";""
"CHEMBL100486";"";"0";"298.84";"0";"2.87";"3";"CN(C)CCCN1C(=O)CSC1c1ccc(Cl)cc1";"IC50";"'='";"21000.0";"nM";"4.68";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL823938";"In vitro for histamine H1 receptor antagonist activity against histamine-induced contractions on isolated guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125507";"1";"Scientific Literature";"J. Med. Chem.";"1992";""
"CHEMBL1202934";"";"0";"342.94";"0";"3.34";"9";"CC(C)c1ccc(C2SCC(=O)N2CCCN(C)C)cc1.Cl";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL823938";"In vitro for histamine H1 receptor antagonist activity against histamine-induced contractions on isolated guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125507";"1";"Scientific Literature";"J. Med. Chem.";"1992";""
"CHEMBL1202932";"";"0";"379.75";"0";"2.97";"12";"CN(C)CCCN1C(=O)CSC1c1cccc(Br)c1.Cl";"Kd";"'='";"398.11";"nM";"6.40";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL823939";"In vitro for histamine H1 receptor antagonist activity against histamine-induced contractions on isolated guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125507";"1";"Scientific Literature";"J. Med. Chem.";"1992";""
"CHEMBL1202943";"";"0";"345.85";"0";"2.12";"7";"CN(C)CCCN1C(=O)CSC1c1ccc([N+](=O)[O-])cc1.Cl";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL823938";"In vitro for histamine H1 receptor antagonist activity against histamine-induced contractions on isolated guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125507";"1";"Scientific Literature";"J. Med. Chem.";"1992";""
"CHEMBL101758";"";"0";"356.90";"0";"4.02";"8b";"O=C(NCCN1CCC(Cc2ccccc2)CC1)c1ccccc1Cl";"IC50";"'='";"0.28";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL693824";"Antihistaminic activity against Histamine H1 receptor was measured on isolated terminal part of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125003";"1";"Scientific Literature";"J. Med. Chem.";"1990";""
"CHEMBL1202934";"";"0";"342.94";"0";"3.34";"9";"CC(C)c1ccc(C2SCC(=O)N2CCCN(C)C)cc1.Cl";"Kd";"'='";"1.995";"nM";"8.70";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL823939";"In vitro for histamine H1 receptor antagonist activity against histamine-induced contractions on isolated guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125507";"1";"Scientific Literature";"J. Med. Chem.";"1992";""
"CHEMBL1202936";"";"0";"300.86";"0";"2.21";"1";"CN(C)CCCN1C(=O)CSC1c1ccccc1.Cl";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL823938";"In vitro for histamine H1 receptor antagonist activity against histamine-induced contractions on isolated guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125507";"1";"Scientific Literature";"J. Med. Chem.";"1992";""
"CHEMBL1202933";"";"0";"318.85";"0";"2.35";"10";"CN(C)CCCN1C(=O)CSC1c1cccc(F)c1.Cl";"IC50";"'='";"3100.0";"nM";"5.51";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL823938";"In vitro for histamine H1 receptor antagonist activity against histamine-induced contractions on isolated guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125507";"1";"Scientific Literature";"J. Med. Chem.";"1992";""
"CHEMBL2145442";"";"0";"326.39";"0";"2.80";"11";"CC(C)CCCOCCCc1c[nH]cn1.O=C(O)/C=C\C(=O)O";"pkB";"'='";"5.0";"";"";"";"";"";"";"";"";"";"False";"CHEMBL879732";"Antagonist activity against histamine H1 receptor in guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1132154";"1";"Scientific Literature";"J. Med. Chem.";"1999";""
"CHEMBL63281";"";"0";"523.52";"2";"5.59";"16";"Brc1ccc(C(CC/N=C(/NCCCc2c[nH]cn2)NC2CCCCC2)c2ccccn2)cc1";"pKB";"'='";"5.42";"";"";"";"";"";"";"";"";"";"False";"CHEMBL699477";"Antagonistic activity (H1 antagonism) evaluated by the inhibition of histamine-stimulated contraction in guinea pig ileum at a concentration of 1E-7 - 1E-4 M";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128814";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1995";""
"CHEMBL65233";"";"0";"521.50";"2";"6.71";"22";"Clc1ccc(C(CCC/N=C(/NCCCc2c[nH]cn2)Nc2ccccc2)c2ccccn2)cc1Cl";"pKB";"'='";"5.5";"";"";"";"";"";"";"";"";"";"False";"CHEMBL699477";"Antagonistic activity (H1 antagonism) evaluated by the inhibition of histamine-stimulated contraction in guinea pig ileum at a concentration of 1E-7 - 1E-4 M";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128814";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1995";""
"CHEMBL128513";"";"0";"374.39";"0";"2.93";"29";"CC(=O)c1ccc(OCCCc2c[nH]cn2)cc1C.O=C(O)/C=C\C(=O)O";"pKb";"'='";"4.7";"";"";"";"";"";"";"";"";"";"False";"CHEMBL696928";"Activity against Histamine H1 receptor on guinea pig ileum.";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1133446";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL517509";"";"0";"332.40";"0";"1.09";"8f";"Cc1cc(=O)oc2ccc(OCC(O)CN3CCN(C)CC3)cc12";"Emax";"'='";"54.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL991564";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced contractions at 1.0 mg/ml relative to control";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1144223";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL212775";"";"0";"404.64";"1";"6.88";"3k";"CN(Cc1ccc(-c2ccc(CN(C)C3CCCCC3)cc2)cc1)C1CCCCC1";"pD2";"'='";"5.24";"";"";"";"";"";"";"";"";"";"False";"CHEMBL988046";"Antagonist activity at histamine H1 receptor in guinea pig terminal ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1151697";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL457868";"";"0";"296.46";"0";"3.56";"7b";"CN(C)CCc1ccc(-c2ccc(CCN(C)C)cc2)cc1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL988045";"Antagonist activity at histamine H1 receptor in guinea pig terminal ileum at upto 10 uM";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1151697";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL11553";"";"0";"333.48";"0";"4.28";"14";"CN(C)CCc1c[nH]c(CCC(c2ccccc2)c2ccccc2)n1";"Emax";"'='";"89.0";"";"";"";"";"";"";"";"";"";"False";"CHEMBL695753";"Intrinsic activity of the compounddwas reported in guinea pig ileum whole segment. ";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1132974";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL514703";"";"0";"424.50";"0";"2.67";"8i";"COc1ccccc1N1CCN(CC(O)COc2ccc3oc(=O)cc(C)c3c2)CC1";"Emax";"'='";"58.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL991564";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced contractions at 1.0 mg/ml relative to control";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1144223";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL24346";"";"0";"272.17";"0";"2.40";"30";"NCCc1c[nH]c(-c2csc(Br)c2)n1";"pD2";"'='";"6.11";"";"";"";"";"";"";"";"";"";"False";"CHEMBL699467";"Contractile effect on isolated guinea pig ileal segments by H1 (histamine) receptor agonism.";"F";"BAO_0000019";"assay format";"Cavia porcellus";"";"";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128295";"1";"Scientific Literature";"J. Med. Chem.";"1995";""
